id_operacion,fecha_operacion,precio,public_id,codigo_frente_agua,codigo_vista,codigo_condicion,agente_id,codigo_pais,año,año_mes,mes,vista,condición,país,agente,anio_construc,latitud,longitud,codigo_postal,m2_construccion,m2_terreno,m2_sobre_calle,m2_sotano,pisos,recamaras,banios,anio_renovacion
4178600040,2023-04-05,660000.0,12806814,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1991,47.7446,-122.193,98011,728.5,4775.9,2390.0,0.0,2,3,2.5,0
4178700100,2022-07-13,1160000.0,14296398,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1989,47.6008,-122.044,98075,1292.4,13409.7,4240.0,0.0,2,4,2.5,0
4213910030,2023-03-30,550000.0,14731602,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1999,47.7667,-122.33,98155,509.0,1559.4,1670.0,0.0,2,4,2.5,0
4213910030,2023-03-30,550000.0,14731602,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1999,47.7667,-122.33,98155,509.0,1559.4,1670.0,0.0,2,4,2.5,0
4217400120,2022-11-23,978000.0,10122040,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1958,47.6019,-122.123,98008,399.3,2133.6,1310.0,0.0,1,3,1.0,0
4219610320,2023-01-17,552500.0,10613218,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2008,47.4829,-122.156,98059,993.6,2103.7,3260.0,0.0,2,4,2.5,0
4219610320,2023-01-17,552500.0,10613218,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2008,47.4829,-122.156,98059,993.6,2103.7,3260.0,0.0,2,4,2.5,0
4221900030,2023-04-29,682000.0,10840887,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1943,47.6666,-122.279,98105,271.3,1524.0,890.0,0.0,1,2,1.0,0
4221900030,2023-04-29,682000.0,10840887,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1943,47.6666,-122.279,98105,271.3,1524.0,890.0,0.0,1,2,1.0,0
4235400097,2022-11-30,443750.0,13335457,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2003,47.6601,-122.4,98199,445.0,295.0,1140.0,320.0,2,3,2.25,0
4242900285,2022-08-03,630000.0,13894820,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2014,47.6747,-122.393,98107,582.2,457.8,1910.0,0.0,3,4,2.5,0
4307300930,2022-12-31,325000.0,14485035,0,0,3,9,1,2022,2022-12,12-DECEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2002,47.4831,-122.183,98056,570.0,1060.7,1870.0,0.0,2,3,2.5,0
4310702775,2023-02-01,280000.0,14627263,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2003,47.6972,-122.341,98103,243.8,364.5,800.0,0.0,2,2,1.5,0
4310702775,2023-02-01,280000.0,14627263,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2003,47.6972,-122.341,98103,243.8,364.5,800.0,0.0,2,2,1.5,0
4310702787,2022-07-15,335000.0,12605565,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2003,47.6971,-122.34,98103,435.9,380.7,1430.0,0.0,3,3,3.0,0
4315700060,2023-03-01,378000.0,13205922,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1963,47.5395,-122.39,98136,396.2,1173.5,800.0,500.0,1,2,2.0,0
4315700060,2023-03-01,378000.0,13205922,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1963,47.5395,-122.39,98136,396.2,1173.5,800.0,500.0,1,2,2.0,0
4315700275,2022-11-05,590000.0,11757865,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2004,47.5382,-122.391,98136,725.4,1508.8,2380.0,0.0,2,4,2.5,0
4337000285,2023-02-22,255000.0,14823242,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1943,47.4809,-122.335,98166,457.2,2674.6,1390.0,110.0,1,3,2.0,0
4337000285,2023-02-22,255000.0,14823242,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1943,47.4809,-122.335,98166,457.2,2674.6,1390.0,110.0,1,3,2.0,0
4343800080,2022-08-16,305000.0,13396281,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1949,47.7206,-122.35,98133,262.1,2209.8,860.0,0.0,1,2,1.0,0
4375700065,2022-05-10,315275.0,10925164,0,0,3,9,1,2022,2022-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1951,47.7128,-122.306,98125,438.9,2450.6,960.0,480.0,1,3,1.75,0
4401200460,2022-10-18,813000.0,14229409,0,0,3,9,1,2022,2022-10,10-OCTOBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1998,47.6866,-122.11,98052,1045.5,2288.4,3430.0,0.0,2,4,2.5,0
4427100095,2022-06-21,360000.0,10723147,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1953,47.7268,-122.311,98125,524.3,1955.9,1720.0,0.0,1,4,1.5,0
4432600075,2023-01-26,725000.0,12621280,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1925,47.5836,-122.387,98116,643.1,1261.9,1710.0,400.0,2,4,2.0,2003
4432600075,2023-01-26,725000.0,12621280,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1925,47.5836,-122.387,98116,643.1,1261.9,1710.0,400.0,2,4,2.0,2003
4440400155,2023-01-04,190000.0,12693488,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1961,47.5035,-122.259,98178,390.1,1554.5,880.0,400.0,1,3,1.0,0
4440400155,2023-01-04,190000.0,12693488,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1961,47.5035,-122.259,98178,390.1,1554.5,880.0,400.0,1,3,1.0,0
4443800030,2022-11-29,575000.0,14798627,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1957,47.6875,-122.393,98117,560.8,1242.4,1140.0,700.0,1,2,1.75,0
4443800385,2022-08-16,410000.0,10360953,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1949,47.6842,-122.393,98117,451.1,1243.6,1050.0,430.0,1,2,1.0,0
4475000120,2023-01-31,360000.0,13812091,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1999,47.4296,-122.185,98058,786.4,2054.4,2580.0,0.0,2,4,3.0,0
4475000120,2023-01-31,360000.0,13812091,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1999,47.4296,-122.185,98058,786.4,2054.4,2580.0,0.0,2,4,3.0,0
5054800110,2022-10-14,238000.0,14955750,0,0,3,9,1,2022,2022-10,10-OCTOBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1990,47.4249,-122.211,98055,682.8,2941.9,2240.0,0.0,2,5,2.25,0
5075400035,2022-06-25,280000.0,14513513,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1928,47.6849,-122.374,98117,210.3,594.4,690.0,0.0,1,1,1.0,0
5075400150,2022-05-21,585000.0,13174934,0,0,3,9,1,2022,2022-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1931,47.6854,-122.373,98117,509.0,1393.5,1670.0,0.0,2,3,2.0,0
5076700145,2023-04-25,550000.0,14179046,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1959,47.5851,-122.172,98005,347.5,2493.3,1140.0,0.0,1,3,1.0,0
5076700145,2023-04-25,550000.0,14179046,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1959,47.5851,-122.172,98005,347.5,2493.3,1140.0,0.0,1,3,1.0,0
5078400160,2022-06-03,1800000.0,11172597,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2003,47.6232,-122.207,98004,1341.1,4748.8,3390.0,1010.0,2,5,4.5,0
5078400215,2022-07-28,1695000.0,13121381,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2008,47.6232,-122.205,98004,1200.9,2154.0,3230.0,710.0,2,5,4.75,0
5089700720,2023-01-25,335000.0,12604878,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1978,47.4383,-122.193,98055,731.5,2618.8,2400.0,0.0,2,4,2.25,0
5089700720,2023-01-25,335000.0,12604878,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1978,47.4383,-122.193,98055,731.5,2618.8,2400.0,0.0,2,4,2.25,0
5096300140,2023-02-15,398500.0,12884160,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1996,47.7753,-122.375,98177,496.8,600.8,1630.0,0.0,2,3,2.5,0
5096300140,2023-02-15,398500.0,12884160,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1996,47.7753,-122.375,98177,496.8,600.8,1630.0,0.0,2,3,2.5,0
5100401429,2022-10-07,350500.0,14325875,0,0,3,9,1,2022,2022-10,10-OCTOBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1967,47.6924,-122.321,98115,442.0,1944.6,1450.0,0.0,1,2,1.0,0
5100403636,2023-02-21,400000.0,11524016,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1927,47.6962,-122.321,98115,213.4,2475.0,700.0,0.0,1,2,1.0,0
5100403636,2023-02-21,400000.0,11524016,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1927,47.6962,-122.321,98115,213.4,2475.0,700.0,0.0,1,2,1.0,0
5101404491,2023-02-10,520000.0,13261956,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1939,47.697,-122.313,98115,408.4,1944.6,890.0,450.0,1,2,1.0,0
5101404491,2023-02-10,520000.0,13261956,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1939,47.697,-122.313,98115,408.4,1944.6,890.0,450.0,1,2,1.0,0
5101404608,2022-11-29,443000.0,11876195,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1939,47.6971,-122.315,98115,344.4,1649.9,880.0,250.0,1,2,1.0,0
5101408599,2022-06-09,465000.0,14959360,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1955,47.7048,-122.315,98125,448.1,1630.7,980.0,490.0,1,4,1.75,0
5104511630,2022-08-10,444000.0,12355023,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2002,47.3538,-122.013,98038,853.4,2194.0,2800.0,0.0,2,4,3.0,0
5104520150,2022-05-18,426000.0,11034040,0,0,3,9,1,2022,2022-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2004,47.3521,-122.009,98038,853.4,2589.0,2800.0,0.0,2,4,2.5,0
5104530680,2023-01-14,278226.0,13049174,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2006,47.3527,-121.999,98038,728.5,1414.0,2390.0,0.0,2,4,2.5,0
5104530680,2023-01-14,278226.0,13049174,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2006,47.3527,-121.999,98038,728.5,1414.0,2390.0,0.0,2,4,2.5,0
5104530770,2023-01-19,353000.0,11144631,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2006,47.3516,-122.0,98038,701.0,1295.1,2300.0,0.0,2,4,2.5,0
5104530770,2023-01-19,353000.0,11144631,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2006,47.3516,-122.0,98038,701.0,1295.1,2300.0,0.0,2,4,2.5,0
5113260040,2022-10-14,240000.0,14911810,0,0,3,9,1,2022,2022-10,10-OCTOBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1991,47.3878,-122.052,98038,335.3,1938.5,1100.0,0.0,1,3,2.0,0
5126310110,2022-07-20,540000.0,12438299,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2005,47.4865,-122.142,98059,792.5,3028.2,2600.0,0.0,2,4,2.5,0
5126310400,2023-03-03,480000.0,11909337,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2005,47.4877,-122.139,98059,792.5,2373.5,2600.0,0.0,2,4,2.5,0
5126310400,2023-03-03,480000.0,11909337,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2005,47.4877,-122.139,98059,792.5,2373.5,2600.0,0.0,2,4,2.5,0
5127000470,2023-03-03,292000.0,14615739,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1981,47.4762,-122.156,98059,542.5,2962.7,1280.0,500.0,1,3,2.25,0
5127000470,2023-03-03,292000.0,14615739,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1981,47.4762,-122.156,98059,542.5,2962.7,1280.0,500.0,1,3,2.25,0
5169700132,2023-03-30,507950.0,13616436,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2006,47.5079,-122.158,98059,801.6,1915.1,2630.0,0.0,2,4,2.5,0
5169700132,2023-03-30,507950.0,13616436,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2006,47.5079,-122.158,98059,801.6,1915.1,2630.0,0.0,2,4,2.5,0
5214500660,2023-05-03,525000.0,12173349,0,0,3,9,1,2023,2023-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2005,47.4899,-122.138,98059,935.7,2194.6,3070.0,0.0,2,4,2.5,0
5214500660,2023-05-03,525000.0,12173349,0,0,3,9,1,2023,2023-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2005,47.4899,-122.138,98059,935.7,2194.6,3070.0,0.0,2,4,2.5,0
5230000020,2022-06-28,500000.0,12861426,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1979,47.5116,-122.144,98059,1133.9,4586.6,3720.0,0.0,3,4,3.0,2014
5248800440,2023-02-15,275000.0,14150886,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1942,47.5531,-122.307,98108,256.0,1219.2,840.0,0.0,1,2,1.0,0
5248800440,2023-02-15,275000.0,14150886,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1942,47.5531,-122.307,98108,256.0,1219.2,840.0,0.0,1,2,1.0,0
5318101695,2023-04-07,940000.0,14303314,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1980,47.6351,-122.285,98112,740.7,1097.3,2430.0,0.0,3,4,1.5,0
5318101695,2023-04-07,940000.0,14303314,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1980,47.6351,-122.285,98112,740.7,1097.3,2430.0,0.0,3,4,1.5,0
5366200030,2023-02-03,535000.0,10446730,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1906,47.6098,-122.292,98122,759.0,1097.3,2290.0,200.0,2,3,2.75,0
5366200030,2023-02-03,535000.0,10446730,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1906,47.6098,-122.292,98122,759.0,1097.3,2290.0,200.0,2,3,2.75,0
5381600110,2022-06-16,253779.0,13177973,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1947,47.4459,-122.272,98188,618.7,2926.1,1430.0,600.0,2,4,2.0,0
5412101150,2023-02-01,299000.0,11734097,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2001,47.2606,-122.285,98001,731.5,1852.6,2400.0,0.0,2,4,2.5,0
5412101150,2023-02-01,299000.0,11734097,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2001,47.2606,-122.285,98001,731.5,1852.6,2400.0,0.0,2,4,2.5,0
5416100020,2022-12-07,323000.0,11410921,0,0,3,9,1,2022,2022-12,12-DECEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2004,47.19,-122.016,98022,582.2,2538.7,1910.0,0.0,1,3,1.75,0
5416510200,2022-09-27,384950.0,11005720,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2006,47.3607,-122.038,98038,725.4,1497.5,2380.0,0.0,2,4,2.5,0
5418200245,2023-03-28,781000.0,13845554,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1960,47.7027,-122.282,98125,591.3,2660.6,1460.0,480.0,1,3,1.75,0
5418200245,2023-03-28,781000.0,13845554,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1960,47.7027,-122.282,98125,591.3,2660.6,1460.0,480.0,1,3,1.75,0
5419000050,2022-09-15,338500.0,12566471,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2005,47.3373,-122.266,98001,828.1,1375.6,2717.0,0.0,2,4,2.5,0
5422560830,2023-04-11,468000.0,14264884,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1978,47.6644,-122.13,98052,460.2,1371.6,1510.0,0.0,1,2,1.75,0
5422560830,2023-04-11,468000.0,14264884,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1978,47.6644,-122.13,98052,460.2,1371.6,1510.0,0.0,1,2,1.75,0
5422950040,2022-07-23,410000.0,13648244,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2006,47.3591,-122.036,98038,887.0,1768.4,2910.0,0.0,2,5,2.75,0
5423030300,2022-05-17,525000.0,10200626,0,0,3,9,1,2022,2022-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1979,47.5637,-122.085,98027,737.6,2338.4,1480.0,940.0,1,4,1.75,0
5458300580,2022-09-29,478000.0,13885638,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1924,47.627,-122.345,98109,365.8,569.1,600.0,600.0,1,2,2.0,1998
5468730030,2022-08-20,265000.0,10650444,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1993,47.3536,-122.144,98042,402.3,2730.7,1320.0,0.0,1,3,2.0,0
5469700060,2023-01-21,264500.0,10444901,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1976,47.3926,-122.168,98031,502.9,4937.8,1650.0,0.0,1,3,1.75,0
5469700060,2023-01-21,264500.0,10444901,0,0,3,9,1,2023,2023-01,01-JANUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1976,47.3926,-122.168,98031,502.9,4937.8,1650.0,0.0,1,3,1.75,0
5502700005,2022-06-23,330000.0,11049537,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1951,47.3864,-122.223,98030,926.6,8697.5,1890.0,1150.0,1,6,2.25,0
5556300102,2022-07-12,933399.0,11340938,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1992,47.6468,-122.116,98052,1200.9,3157.7,3110.0,830.0,2,3,2.5,0
5559200170,2023-04-28,307000.0,14628991,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1949,47.3197,-122.343,98023,728.5,7306.7,1720.0,670.0,2,4,2.0,0
5559200170,2023-04-28,307000.0,14628991,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1949,47.3197,-122.343,98023,728.5,7306.7,1720.0,670.0,2,4,2.0,0
5589300715,2022-08-27,370000.0,12398492,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1939,47.7522,-122.304,98155,566.9,2773.7,1860.0,0.0,2,3,2.0,2006
