ticket,fecha_venta,id_local,local,tipo_local,id_ciudad,ciudad,estado,pais,venta_ticket,item,id_estilo,id_medida,cantidad,estilo,medida,precio_lista,precio_venta,venta_item,costo_unitario,costo_venta,utilidad,id_tipo_calzado,tipo_calzado
39401,28/09/2020,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,6952.00,1,S003,22M,4,ULTRA-ALIVE,22 Y MEDIO,1738.00,1738.00,6952.00,388.00,1552.00,5400.00, S ,DEPORTIVO
39404,28/09/2020,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,1026.00,1,U001,23M,1,RELAX UNIVERSE,23 Y MEDIO,1026.00,1026.00,1026.00,424.00,424.00,602.00, U ,UNISEX
39423,28/09/2020,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1830.00,1,D004,24N,1,PANAMA,24 NORMAL,1830.00,1830.00,1830.00,421.00,421.00,1409.00, D ,DAMA
39429,29/09/2020,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1026.00,1,U001,20N,1,RELAX UNIVERSE,20 NORMAL,1026.00,1026.00,1026.00,424.00,424.00,602.00, U ,UNISEX
39443,29/09/2020,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1524.00,1,S001,19M,1,RAPTOR,19 Y MEDIO,1524.00,1524.00,1524.00,434.00,434.00,1090.00, S ,DEPORTIVO
39449,29/09/2020,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1456.00,1,S002,19M,1,CITUAN,19 Y MEDIO,1583.00,1456.00,1456.00,394.00,394.00,1062.00, S ,DEPORTIVO
39460,29/09/2020,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1738.00,1,S003,27N,1,ULTRA-ALIVE,27 NORMAL,1738.00,1738.00,1738.00,388.00,388.00,1350.00, S ,DEPORTIVO
39463,29/09/2020,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,3139.00,1,C002,26N,1,CONFORT MILAN,26 NORMAL,1660.00,1660.00,1660.00,420.00,420.00,1240.00, C ,CABALLERO
39463,29/09/2020,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,3139.00,2,C003,25M,1,CONFORT NEW YORK,25 Y MEDIO,1479.00,1479.00,1479.00,396.00,396.00,1083.00, C ,CABALLERO
39475,29/09/2020,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1357.00,1,D003,24M,1,MERLE POINT,24 Y MEDIO,1357.00,1357.00,1357.00,442.00,442.00,915.00, D ,DAMA
39493,29/09/2020,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,4521.00,1,C001,24M,3,COMFORT VERONA,24 Y MEDIO,1507.00,1507.00,4521.00,393.00,1179.00,3342.00, C ,CABALLERO
39497,29/09/2020,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,1799.00,1,S001,27M,1,RAPTOR,27 Y MEDIO,1799.00,1799.00,1799.00,434.00,434.00,1365.00, S ,DEPORTIVO
39527,30/09/2020,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1064.00,1,D007,19N,1,REFLEXION EDGE,19 NORMAL,1064.00,1064.00,1064.00,387.00,387.00,677.00, D ,DAMA
39529,30/09/2020,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,864.00,1,U001,21N,1,RELAX UNIVERSE,21 NORMAL,900.00,864.00,864.00,424.00,424.00,440.00, U ,UNISEX
39537,30/09/2020,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,1830.00,1,D004,25M,1,PANAMA,25 Y MEDIO,1830.00,1830.00,1830.00,421.00,421.00,1409.00, D ,DAMA
39544,30/09/2020,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,JALISCO,MÉXICO,7057.00,2,S003,20M,4,ULTRA-ALIVE,20 Y MEDIO,1529.00,1529.00,6116.00,388.00,1552.00,4564.00, S ,DEPORTIVO
39544,30/09/2020,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,JALISCO,MÉXICO,7057.00,1,U002,23M,1,MINIMAL ECHO,23 Y MEDIO,941.00,941.00,941.00,460.00,460.00,481.00, U ,UNISEX
39568,30/09/2020,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1440.00,1,D006,22M,1,COLORFUL SPRING,22 Y MEDIO,1440.00,1440.00,1440.00,380.00,380.00,1060.00, D ,DAMA
39569,30/09/2020,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1064.00,1,D007,18M,1,REFLEXION EDGE,18 Y MEDIO,1064.00,1064.00,1064.00,387.00,387.00,677.00, D ,DAMA
39589,30/09/2020,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,1830.00,1,D004,24N,1,PANAMA,24 NORMAL,1830.00,1830.00,1830.00,421.00,421.00,1409.00, D ,DAMA
39593,30/09/2020,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1862.00,1,S002,29M,1,CITUAN,29 Y MEDIO,1862.00,1862.00,1862.00,394.00,394.00,1468.00, S ,DEPORTIVO
39594,30/09/2020,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1459.00,1,D002,21N,1,TANGERINE,21 NORMAL,1459.00,1459.00,1459.00,386.00,386.00,1073.00, D ,DAMA
39596,01/10/2020,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1048.00,1,C004,21N,1,MIRIDIA,21 NORMAL,1048.00,1048.00,1048.00,392.00,392.00,656.00, C ,CABALLERO
39603,01/10/2020,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1459.00,1,D002,18M,1,TANGERINE,18 Y MEDIO,1459.00,1459.00,1459.00,386.00,386.00,1073.00, D ,DAMA
39605,01/10/2020,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,6340.00,1,D005,26N,4,SERENA STORM,26 NORMAL,1585.00,1585.00,6340.00,459.00,1836.00,4504.00, D ,DAMA
39610,01/10/2020,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,5532.00,1,C002,29M,3,CONFORT MILAN,29 Y MEDIO,1844.00,1844.00,5532.00,420.00,1260.00,4272.00, C ,CABALLERO
39616,01/10/2020,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1196.00,1,D001,22N,1,SPLEND MARNA,22 NORMAL,1196.00,1196.00,1196.00,397.00,397.00,799.00, D ,DAMA
39618,01/10/2020,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1591.00,1,D004,20N,1,PANAMA,20 NORMAL,1591.00,1591.00,1591.00,421.00,421.00,1170.00, D ,DAMA
39634,01/10/2020,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1621.00,1,S001,25M,1,RAPTOR,25 Y MEDIO,1621.00,1621.00,1621.00,434.00,434.00,1187.00, S ,DEPORTIVO
39647,01/10/2020,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1064.00,1,D007,19N,1,REFLEXION EDGE,19 NORMAL,1064.00,1064.00,1064.00,387.00,387.00,677.00, D ,DAMA
39676,02/10/2020,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1069.00,1,U002,22N,1,MINIMAL ECHO,22 NORMAL,1069.00,1069.00,1069.00,460.00,460.00,609.00, U ,UNISEX
39677,02/10/2020,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,801.00,1,U001,26M,1,RELAX UNIVERSE,26 Y MEDIO,801.00,801.00,801.00,424.00,424.00,377.00, U ,UNISEX
39686,02/10/2020,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1830.00,1,D004,25N,1,PANAMA,25 NORMAL,1830.00,1830.00,1830.00,421.00,421.00,1409.00, D ,DAMA
39705,02/10/2020,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1865.00,1,D005,20M,1,SERENA STORM,20 Y MEDIO,1865.00,1865.00,1865.00,459.00,459.00,1406.00, D ,DAMA
39724,02/10/2020,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1069.00,1,U002,18M,1,MINIMAL ECHO,18 Y MEDIO,1069.00,1069.00,1069.00,460.00,460.00,609.00, U ,UNISEX
39728,02/10/2020,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,947.00,1,D007,21N,1,REFLEXION EDGE,21 NORMAL,947.00,947.00,947.00,387.00,387.00,560.00, D ,DAMA
39740,02/10/2020,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,947.00,1,D007,23N,1,REFLEXION EDGE,23 NORMAL,947.00,947.00,947.00,387.00,387.00,560.00, D ,DAMA
39749,02/10/2020,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1459.00,1,D002,20M,1,TANGERINE,20 Y MEDIO,1459.00,1459.00,1459.00,386.00,386.00,1073.00, D ,DAMA
39762,02/10/2020,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1448.00,1,D004,18M,1,PANAMA,18 Y MEDIO,1448.00,1448.00,1448.00,421.00,421.00,1027.00, D ,DAMA
39767,02/10/2020,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,1361.00,1,D001,22N,1,SPLEND MARNA,22 NORMAL,1361.00,1361.00,1361.00,397.00,397.00,964.00, D ,DAMA
39771,03/10/2020,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1328.00,1,D002,26N,1,TANGERINE,26 NORMAL,1328.00,1328.00,1328.00,386.00,386.00,942.00, D ,DAMA
39778,03/10/2020,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1240.00,1,D006,22M,1,COLORFUL SPRING,22 Y MEDIO,1240.00,1240.00,1240.00,380.00,380.00,860.00, D ,DAMA
39781,03/10/2020,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,1678.00,1,D002,19M,1,TANGERINE,19 Y MEDIO,1678.00,1678.00,1678.00,386.00,386.00,1292.00, D ,DAMA
39804,03/10/2020,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1524.00,1,S001,25N,1,RAPTOR,25 NORMAL,1524.00,1524.00,1524.00,434.00,434.00,1090.00, S ,DEPORTIVO
39820,03/10/2020,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,1751.00,1,C002,25M,1,CONFORT MILAN,25 Y MEDIO,1844.00,1751.00,1751.00,420.00,420.00,1331.00, C ,CABALLERO
39834,03/10/2020,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,6712.00,1,D002,25N,4,TANGERINE,25 NORMAL,1678.00,1678.00,6712.00,386.00,1544.00,5168.00, D ,DAMA
39844,03/10/2020,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,900.00,1,U001,19M,1,RELAX UNIVERSE,19 Y MEDIO,900.00,900.00,900.00,424.00,424.00,476.00, U ,UNISEX
39898,03/10/2020,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1844.00,1,C002,29M,1,CONFORT MILAN,29 Y MEDIO,1844.00,1844.00,1844.00,420.00,420.00,1424.00, C ,CABALLERO
39900,03/10/2020,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1128.00,1,D007,22N,1,REFLEXION EDGE,22 NORMAL,1128.00,1128.00,1128.00,387.00,387.00,741.00, D ,DAMA
39903,04/10/2020,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1328.00,1,D002,25M,1,TANGERINE,25 Y MEDIO,1328.00,1328.00,1328.00,386.00,386.00,942.00, D ,DAMA
39904,04/10/2020,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,2306.00,1,C004,24M,2,MIRIDIA,24 Y MEDIO,1153.00,1153.00,2306.00,392.00,784.00,1522.00, C ,CABALLERO
39923,04/10/2020,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1844.00,1,C002,30M,1,CONFORT MILAN,30 Y MEDIO,1844.00,1844.00,1844.00,420.00,420.00,1424.00, C ,CABALLERO
39942,04/10/2020,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,2381.00,2,C004,21M,1,MIRIDIA,21 Y MEDIO,1048.00,1048.00,1048.00,392.00,392.00,656.00, C ,CABALLERO
39942,04/10/2020,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,2381.00,1,D006,21M,1,COLORFUL SPRING,21 Y MEDIO,1333.00,1333.00,1333.00,380.00,380.00,953.00, D ,DAMA
39956,05/10/2020,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1583.00,1,S002,25M,1,CITUAN,25 Y MEDIO,1583.00,1583.00,1583.00,394.00,394.00,1189.00, S ,DEPORTIVO
39970,05/10/2020,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,3588.00,1,D001,24M,3,SPLEND MARNA,24 Y MEDIO,1196.00,1196.00,3588.00,397.00,1191.00,2397.00, D ,DAMA
39984,05/10/2020,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,2030.00,1,S002,29N,1,CITUAN,29 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
40008,05/10/2020,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1296.00,1,C001,21N,1,COMFORT VERONA,21 NORMAL,1296.00,1296.00,1296.00,393.00,393.00,903.00, C ,CABALLERO
40032,06/10/2020,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,1865.00,1,D005,18N,1,SERENA STORM,18 NORMAL,1865.00,1865.00,1865.00,459.00,459.00,1406.00, D ,DAMA
40052,06/10/2020,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,JALISCO,MÉXICO,941.00,1,U002,30N,1,MINIMAL ECHO,30 NORMAL,941.00,941.00,941.00,460.00,460.00,481.00, U ,UNISEX
40055,06/10/2020,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1289.00,1,D003,20M,1,MERLE POINT,20 Y MEDIO,1357.00,1289.00,1289.00,442.00,442.00,847.00, D ,DAMA
40059,06/10/2020,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1311.00,1,C001,26M,1,COMFORT VERONA,26 Y MEDIO,1311.00,1311.00,1311.00,393.00,393.00,918.00, C ,CABALLERO
40071,06/10/2020,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1479.00,1,C003,28N,1,CONFORT NEW YORK,28 NORMAL,1479.00,1479.00,1479.00,396.00,396.00,1083.00, C ,CABALLERO
40081,07/10/2020,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,947.00,1,D007,21N,1,REFLEXION EDGE,21 NORMAL,947.00,947.00,947.00,387.00,387.00,560.00, D ,DAMA
40083,07/10/2020,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,2033.00,1,D005,22N,1,SERENA STORM,22 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
40109,07/10/2020,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,900.00,1,U001,27M,1,RELAX UNIVERSE,27 Y MEDIO,900.00,900.00,900.00,424.00,424.00,476.00, U ,UNISEX
40111,07/10/2020,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1621.00,1,S001,26M,1,RAPTOR,26 Y MEDIO,1621.00,1621.00,1621.00,434.00,434.00,1187.00, S ,DEPORTIVO
40135,07/10/2020,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,801.00,1,U001,21M,1,RELAX UNIVERSE,21 Y MEDIO,801.00,801.00,801.00,424.00,424.00,377.00, U ,UNISEX
40158,07/10/2020,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1529.00,1,S003,29N,1,ULTRA-ALIVE,29 NORMAL,1529.00,1529.00,1529.00,388.00,388.00,1141.00, S ,DEPORTIVO
40161,07/10/2020,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1144.00,1,U002,20M,1,MINIMAL ECHO,20 Y MEDIO,1144.00,1144.00,1144.00,460.00,460.00,684.00, U ,UNISEX
40162,07/10/2020,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,1865.00,1,D005,22N,1,SERENA STORM,22 NORMAL,1865.00,1865.00,1865.00,459.00,459.00,1406.00, D ,DAMA
40170,07/10/2020,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1144.00,1,U002,18M,1,MINIMAL ECHO,18 Y MEDIO,1144.00,1144.00,1144.00,460.00,460.00,684.00, U ,UNISEX
40189,07/10/2020,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1440.00,1,D006,21N,1,COLORFUL SPRING,21 NORMAL,1440.00,1440.00,1440.00,380.00,380.00,1060.00, D ,DAMA
40201,07/10/2020,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1026.00,1,U001,26M,1,RELAX UNIVERSE,26 Y MEDIO,1026.00,1026.00,1026.00,424.00,424.00,602.00, U ,UNISEX
40210,07/10/2020,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1272.00,1,D001,19N,1,SPLEND MARNA,19 NORMAL,1272.00,1272.00,1272.00,397.00,397.00,875.00, D ,DAMA
40218,07/10/2020,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1357.00,1,D003,19N,1,MERLE POINT,19 NORMAL,1357.00,1357.00,1357.00,442.00,442.00,915.00, D ,DAMA
40230,08/10/2020,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,1272.00,1,D001,19M,1,SPLEND MARNA,19 Y MEDIO,1272.00,1272.00,1272.00,397.00,397.00,875.00, D ,DAMA
40231,08/10/2020,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1738.00,1,S003,22N,1,ULTRA-ALIVE,22 NORMAL,1738.00,1738.00,1738.00,388.00,388.00,1350.00, S ,DEPORTIVO
40288,08/10/2020,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1240.00,1,D006,23M,1,COLORFUL SPRING,23 Y MEDIO,1240.00,1240.00,1240.00,380.00,380.00,860.00, D ,DAMA
40308,08/10/2020,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,1026.00,1,U001,22N,1,RELAX UNIVERSE,22 NORMAL,1026.00,1026.00,1026.00,424.00,424.00,602.00, U ,UNISEX
40323,08/10/2020,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1862.00,1,S002,19M,1,CITUAN,19 Y MEDIO,1862.00,1862.00,1862.00,394.00,394.00,1468.00, S ,DEPORTIVO
40345,08/10/2020,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1866.00,1,C003,21N,1,CONFORT NEW YORK,21 NORMAL,1866.00,1866.00,1866.00,396.00,396.00,1470.00, C ,CABALLERO
40407,09/10/2020,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1738.00,1,S003,21M,1,ULTRA-ALIVE,21 Y MEDIO,1738.00,1738.00,1738.00,388.00,388.00,1350.00, S ,DEPORTIVO
40412,09/10/2020,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,900.00,1,U001,21N,1,RELAX UNIVERSE,21 NORMAL,900.00,900.00,900.00,424.00,424.00,476.00, U ,UNISEX
40435,09/10/2020,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1681.00,1,C003,27N,1,CONFORT NEW YORK,27 NORMAL,1681.00,1681.00,1681.00,396.00,396.00,1285.00, C ,CABALLERO
40452,09/10/2020,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,1128.00,1,D007,23N,1,REFLEXION EDGE,23 NORMAL,1128.00,1128.00,1128.00,387.00,387.00,741.00, D ,DAMA
40468,09/10/2020,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1583.00,1,S002,27M,1,CITUAN,27 Y MEDIO,1583.00,1583.00,1583.00,394.00,394.00,1189.00, S ,DEPORTIVO
40472,09/10/2020,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,1865.00,1,D005,23N,1,SERENA STORM,23 NORMAL,1865.00,1865.00,1865.00,459.00,459.00,1406.00, D ,DAMA
40479,09/10/2020,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,1026.00,1,U001,24N,1,RELAX UNIVERSE,24 NORMAL,1026.00,1026.00,1026.00,424.00,424.00,602.00, U ,UNISEX
40520,09/10/2020,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1862.00,1,S002,18M,1,CITUAN,18 Y MEDIO,1862.00,1862.00,1862.00,394.00,394.00,1468.00, S ,DEPORTIVO
40527,09/10/2020,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1296.00,1,C001,19N,1,COMFORT VERONA,19 NORMAL,1296.00,1296.00,1296.00,393.00,393.00,903.00, C ,CABALLERO
40579,09/10/2020,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,2800.00,1,D002,25N,2,TANGERINE,25 NORMAL,1459.00,1400.00,2800.00,386.00,772.00,2028.00, D ,DAMA
40584,10/10/2020,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,1431.00,1,C001,28M,1,COMFORT VERONA,28 Y MEDIO,1507.00,1431.00,1431.00,393.00,393.00,1038.00, C ,CABALLERO
40585,10/10/2020,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1507.00,1,C001,23M,1,COMFORT VERONA,23 Y MEDIO,1507.00,1507.00,1507.00,393.00,393.00,1114.00, C ,CABALLERO
40592,10/10/2020,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,983.00,1,U002,30N,1,MINIMAL ECHO,30 NORMAL,1069.00,983.00,983.00,460.00,460.00,523.00, U ,UNISEX
40611,10/10/2020,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,4260.00,3,C004,28N,1,MIRIDIA,28 NORMAL,1048.00,1048.00,1048.00,392.00,392.00,656.00, C ,CABALLERO
40611,10/10/2020,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,4260.00,2,D004,19N,1,PANAMA,19 NORMAL,1591.00,1591.00,1591.00,421.00,421.00,1170.00, D ,DAMA
40611,10/10/2020,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,4260.00,1,S001,20M,1,RAPTOR,20 Y MEDIO,1621.00,1621.00,1621.00,434.00,434.00,1187.00, S ,DEPORTIVO
40634,10/10/2020,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,2033.00,1,D005,20M,1,SERENA STORM,20 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
40640,11/10/2020,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1681.00,1,C003,22N,1,CONFORT NEW YORK,22 NORMAL,1681.00,1681.00,1681.00,396.00,396.00,1285.00, C ,CABALLERO
40645,11/10/2020,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,1361.00,1,D001,19N,1,SPLEND MARNA,19 NORMAL,1361.00,1361.00,1361.00,397.00,397.00,964.00, D ,DAMA
40650,11/10/2020,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,4576.00,1,U002,23N,4,MINIMAL ECHO,23 NORMAL,1144.00,1144.00,4576.00,460.00,1840.00,2736.00, U ,UNISEX
40667,11/10/2020,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,1296.00,1,C001,21N,1,COMFORT VERONA,21 NORMAL,1296.00,1296.00,1296.00,393.00,393.00,903.00, C ,CABALLERO
40682,11/10/2020,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,2033.00,1,D005,21N,1,SERENA STORM,21 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
40685,11/10/2020,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1026.00,1,U001,21N,1,RELAX UNIVERSE,21 NORMAL,1026.00,1026.00,1026.00,424.00,424.00,602.00, U ,UNISEX
